vaalipiiri;id;puolue;sukupuoli;toimin tällä hetkellä kansanedustajana;valittu;koulutus;vuositulot;suomessa on liian helppo elää sosiaaliturvan varassa;kaupan ja muiden liikkeiden aukioloajat on vapautettava;suomessa on siirryttävä perustuloon joka korvaisi nykyisen sosiaaliturvan vähimmäistason;työntekijälle on turvattava lailla minimityöaika;ansiosidonnaisen työttömyysturvan kestoa pitää lyhentää;euron ulkopuolella suomi pärjäisi paremmin;ruoan verotusta on varaa kiristää;valtion ja kuntien taloutta on tasapainotettava ensisijaisesti leikkaamalla menoja;lapsilisiä on korotettava ja laitettava verolle;suomella ei ole varaa nykyisen laajuisiin sosiaali- ja terveyspalveluihin;nato-jäsenyys vahvistaisi suomen turvallisuuspoliittista asemaa;suomeen tarvitaan enemmän poliiseja;maahanmuuttoa suomeen on rajoitettava terrorismin uhan vuoksi;venäjän etupiiripolitiikka on uhka suomelle;verkkovalvonnassa valtion turvallisuus on tärkeämpää kuin kansalaisten yksityisyyden suoja;suomen on osallistuttava isisin vastaiseen taisteluun kouluttamalla irakin hallituksen joukkoja;parantumattomasti sairaalla on oltava oikeus avustettuun kuolemaan;terveys- ja sosiaalipalvelut on tuotettava ensijaisesti julkisina palveluina;viranomaisten pitää puuttua lapsiperheiden ongelmiin nykyistä herkemmin;vanhuksen ja hänen omaistensa vastuuta hoitokustannuksista on lisättävä;kansalaisten oikeus terveyspalveluihin on tärkeämpää kuin kuntien itsehallinto;ilmastonmuutoksen hillitseminen pitää asettaa teollisuuden kilpailukyvyn edelle;geenimuunneltu ruoka on turvallista ihmiselle ja ympäristölle;suomen pitää ottaa suurempi vastuu eu:n alueelle tulevista turvapaikanhakijoista;on aika luopua ajatuksesta, että koko suomi on pidettävä asuttuna;peruskoulun opetusryhmien koko on rajattava lailla esimerkiksi 20 oppilaaseen
12;5740;3;0;0;0;1;0;1;2;5;5;2;2;1;2;4;2;2;4;2;4;4;4;2;4;4;2;4;5;1;4;2;5
10;5355;7;1;0;1;1;0;4;5;5;2;4;4;1;4;2;2;1;5;2;4;1;3;2;4;4;2;4;4;2;1;1;2
03;5944;7;1;0;0;0;0;4;4;5;2;4;2;2;4;4;2;2;4;4;4;4;2;4;4;4;4;2;2;2;1;1;2
03;4758;2;1;0;0;1;0;1;3;4;5;5;4;1;2;5;1;1;4;2;4;2;4;2;5;4;1;4;4;2;4;2;5
03;5688;0;1;0;0;0;0;2;5;5;4;2;2;1;2;4;1;2;4;2;2;1;1;5;5;4;2;5;4;4;2;1;2
08;5638;3;1;0;0;0;0;1;5;5;2;2;1;2;2;5;4;2;4;1;2;2;2;4;5;4;2;4;5;2;5;4;4
02;4749;6;0;0;0;1;0;2;2;2;4;2;2;2;4;2;4;2;2;2;4;4;2;1;4;4;2;4;4;2;4;2;4
10;4874;3;1;0;0;0;0;1;5;5;2;1;1;2;3;3;1;1;3;1;3;3;3;5;5;3;1;4;5;2;4;3;3
13;5383;9;0;0;0;1;0;2;5;2;1;2;1;1;4;1;3;5;4;1;4;2;3;4;2;4;2;4;2;2;4;3;5
02;5752;2;0;1;0;0;1;1;4;4;5;1;1;1;2;2;2;4;2;2;4;4;5;3;5;5;2;5;4;2;2;4;2
12;5569;2;1;0;0;0;0;2;4;2;4;1;2;1;1;1;2;1;2;2;4;1;1;4;5;4;1;5;4;1;2;1;5
06;5276;6;0;0;0;0;0;2;2;4;5;2;4;2;4;4;1;1;4;2;2;4;1;2;5;2;2;2;5;2;4;1;4
12;5339;1;0;0;0;0;0;1;2;5;4;1;2;1;2;4;2;1;2;2;3;2;2;4;5;4;2;4;4;2;3;2;4
08;4708;9;0;0;0;1;0;2;4;2;2;4;1;2;4;2;4;5;5;2;5;4;5;1;2;5;4;5;4;3;2;4;2
09;4761;4;0;0;0;0;0;1;5;5;5;2;5;1;2;2;1;2;5;4;4;2;1;5;5;5;1;4;4;1;2;1;5
12;5716;9;0;0;0;0;0;4;4;2;4;4;2;2;4;2;2;5;5;2;4;4;4;4;2;4;2;4;2;2;2;2;2
11;4253;6;1;0;0;0;0;2;2;4;5;2;4;1;4;2;2;1;5;4;5;2;2;1;4;4;4;4;2;2;2;2;4
07;5217;3;1;0;0;1;0;2;2;5;2;2;1;2;2;4;2;1;5;1;5;5;2;5;4;5;4;5;5;1;5;2;4
08;4937;4;0;0;0;0;0;2;4;5;2;4;4;1;4;2;1;1;4;2;2;2;1;5;5;4;2;2;4;1;4;2;4
09;4460;5;1;0;0;0;0;2;5;4;4;1;4;1;4;4;4;2;5;5;2;1;2;4;5;2;1;2;1;2;1;1;4
04;5961;9;1;0;0;1;1;4;5;2;2;4;1;1;4;2;2;5;5;2;4;4;4;5;2;4;2;5;2;1;2;2;2
09;4193;6;0;0;0;1;0;5;1;4;2;2;2;1;5;1;5;1;4;4;4;4;2;1;5;4;4;4;2;2;2;1;4
02;4220;0;1;0;0;0;0;1;4;5;5;1;4;1;1;4;1;1;4;1;1;1;1;4;5;4;1;5;4;2;5;2;4
02;5228;0;1;0;0;0;0;1;2;2;5;1;5;1;1;4;1;1;2;1;1;1;1;5;5;4;1;3;5;2;4;1;5
01;4682;0;1;0;0;1;0;2;5;4;1;5;4;5;5;5;2;4;1;4;4;1;3;5;1;4;4;5;2;5;2;5;2
02;4903;2;0;0;0;0;0;2;2;1;5;1;1;2;2;2;1;2;5;1;2;4;2;4;5;4;2;5;2;2;4;4;2
02;5442;0;1;0;0;0;0;4;5;5;1;4;4;1;5;5;2;4;4;4;5;4;4;4;1;4;4;2;2;2;4;2;2
07;5695;7;0;0;0;0;0;4;4;4;2;4;2;1;4;5;4;1;4;2;5;5;4;2;4;5;4;4;4;1;2;1;4
02;4416;5;1;0;0;1;0;3;4;3;4;2;5;2;5;4;4;3;5;4;5;5;2;4;4;4;2;4;1;2;1;2;4
03;5080;1;1;0;0;1;1;2;2;2;4;2;2;1;2;1;1;1;2;4;2;4;4;2;4;2;2;4;4;2;2;2;2
03;5652;0;1;0;0;1;0;2;5;5;1;4;1;4;5;2;4;4;1;1;5;1;1;5;2;2;2;2;1;5;2;4;2
02;5895;0;1;0;0;1;0;4;5;4;4;5;5;1;5;3;1;1;4;5;5;1;1;3;2;2;2;3;1;2;1;2;3
08;4700;2;1;1;0;0;1;2;2;1;5;1;2;1;2;4;2;1;5;2;2;5;2;4;5;5;4;5;1;2;4;2;4
13;5037;7;1;0;0;1;1;4;5;4;1;4;4;1;5;4;1;1;5;4;4;4;1;5;4;4;1;5;2;1;1;1;5
09;5248;7;1;1;1;1;1;4;2;3;4;2;2;1;4;4;2;1;4;2;2;4;4;1;4;4;4;3;4;2;2;1;2
11;5048;7;1;0;0;1;0;4;4;4;2;2;3;2;2;2;2;2;4;2;2;2;2;4;4;5;2;3;4;3;2;1;2
03;5649;6;0;0;0;0;0;4;2;1;4;2;2;1;4;2;4;4;4;2;2;4;4;2;4;2;1;5;4;1;2;2;2
08;4479;4;1;0;0;0;0;4;4;4;5;2;5;1;4;2;4;1;4;4;4;2;1;4;4;4;2;4;4;1;2;4;4
07;5986;5;1;0;0;0;0;2;4;5;5;2;5;1;5;4;2;2;5;4;4;4;5;4;5;4;2;5;1;4;1;1;5
07;6004;6;1;0;0;1;0;4;2;2;4;2;4;1;2;4;2;4;4;4;4;4;1;1;4;4;2;4;4;2;2;1;4
01;5027;7;1;0;0;0;1;2;4;4;3;3;2;2;2;2;2;2;4;2;2;2;3;2;4;4;3;3;2;4;4;1;2
02;5457;6;0;0;0;1;0;4;3;2;2;5;3;2;4;2;5;4;4;2;4;2;4;1;4;4;2;3;4;2;4;2;4
07;5084;0;1;0;0;0;0;1;2;4;5;1;5;1;1;2;1;1;2;2;1;1;1;4;5;4;1;4;4;1;4;1;4
10;5584;9;1;0;0;0;0;2;5;2;1;4;1;2;4;2;4;5;4;2;4;4;4;4;1;5;4;4;4;4;2;4;2
11;5748;6;1;0;0;0;0;2;2;4;2;2;4;1;4;4;2;2;4;2;4;5;2;1;4;4;2;4;5;1;4;1;2
04;5641;2;1;0;0;1;0;1;2;1;5;1;1;1;2;5;1;1;4;1;1;2;4;5;5;4;4;5;2;2;4;2;5
02;5271;3;0;0;0;1;0;2;4;5;5;4;1;1;1;2;2;4;2;1;4;2;5;5;5;4;2;5;4;2;4;4;5
10;5394;6;0;0;0;1;1;4;2;2;4;4;4;1;4;2;4;2;5;4;4;4;2;2;5;5;2;4;2;1;2;2;2
11;4227;9;1;0;0;1;0;4;4;4;2;4;2;1;4;2;2;4;5;4;4;2;2;2;2;4;2;4;2;2;2;1;2
02;4326;5;1;0;0;1;0;4;5;4;2;2;5;1;5;2;2;5;4;5;5;1;4;5;4;4;4;4;2;4;1;4;2
11;5348;5;1;0;0;0;0;4;5;4;5;4;4;1;4;4;1;2;4;2;2;1;1;1;5;5;1;5;4;1;1;4;2
02;5006;9;0;0;0;1;1;4;5;2;2;4;1;2;4;2;4;4;4;2;4;4;3;2;2;4;2;3;2;1;2;4;2
03;5284;4;0;0;0;0;0;2;4;4;5;2;5;1;4;1;1;1;5;4;2;2;1;5;5;4;1;4;2;1;2;1;5
06;5113;3;0;0;0;1;0;1;5;5;2;4;2;2;2;2;5;2;2;2;4;4;2;5;5;2;2;5;5;2;4;2;4
07;5061;2;0;0;0;0;0;2;4;1;5;1;2;1;2;1;1;1;4;2;2;4;4;4;5;4;2;4;4;1;2;4;5
01;4280;2;0;0;0;1;0;2;4;2;2;2;2;2;2;4;2;1;5;1;4;4;2;4;4;5;4;5;5;2;4;5;4
04;4814;5;1;0;0;0;0;2;5;2;4;1;5;1;4;1;4;1;5;5;4;2;1;5;4;5;1;4;1;2;1;1;4
07;5306;0;1;0;0;0;0;1;2;4;5;1;5;1;1;4;1;1;4;1;2;2;1;5;5;4;1;2;4;2;2;1;4
01;6201;0;1;0;0;0;0;1;4;5;5;1;5;1;1;4;1;1;1;1;1;1;1;5;5;2;1;5;4;1;4;1;5
08;5491;3;0;0;0;1;0;2;4;4;2;1;2;1;2;4;2;1;4;1;2;1;3;5;5;4;4;4;5;1;5;2;4
02;4277;5;1;0;0;0;0;4;5;2;4;2;5;1;5;1;4;2;5;5;4;2;1;5;4;4;1;4;1;2;1;2;2
04;5601;9;0;0;1;1;0;2;4;2;5;2;2;2;2;2;2;4;4;2;2;4;4;2;4;4;2;4;4;2;4;2;2
07;5023;7;0;0;0;1;0;2;4;5;4;2;2;1;4;2;2;2;4;1;2;4;2;3;5;5;4;4;4;2;4;1;4
04;4271;6;1;0;0;0;0;4;1;1;4;4;2;2;4;1;1;5;4;4;5;4;5;1;2;5;1;5;2;2;1;1;4
07;6002;7;1;0;0;0;0;2;4;4;1;4;2;1;4;2;2;1;4;4;2;4;2;2;2;4;4;5;2;2;2;1;2
13;5564;3;0;0;0;0;0;2;5;5;5;1;1;1;1;1;1;1;4;1;4;2;1;5;5;4;1;5;5;1;2;1;1
12;6171;4;1;0;0;0;0;2;5;5;5;2;2;1;1;4;1;1;4;1;2;1;1;4;2;2;1;2;4;1;2;1;5
07;5327;7;1;0;0;1;0;4;4;4;4;2;2;2;4;4;4;2;4;2;2;2;4;4;4;4;2;4;4;2;4;2;4
11;5715;0;1;0;0;1;0;1;5;5;1;2;1;2;4;1;2;4;4;1;3;1;4;5;2;2;2;5;4;5;4;4;2
07;4647;1;1;0;0;1;0;1;2;5;5;1;4;1;1;2;1;1;3;1;4;2;2;5;5;4;2;4;4;5;3;2;4
01;4540;5;0;0;0;0;0;4;4;1;5;4;4;1;5;2;2;2;5;5;2;2;1;4;5;5;1;4;1;2;1;2;4
02;4671;7;0;0;0;1;0;4;4;3;2;2;2;1;4;4;2;2;5;2;4;4;4;5;2;4;4;5;2;2;2;2;2
03;5127;1;0;1;1;1;1;1;2;4;5;1;2;1;1;4;1;1;2;1;4;2;4;4;5;4;2;5;4;2;4;2;5
02;5769;3;1;0;0;0;0;1;5;5;1;5;2;4;2;2;2;5;4;1;5;1;5;5;4;4;2;5;5;4;4;5;2
10;5104;3;1;0;0;1;0;2;5;5;5;1;2;1;4;4;1;4;5;1;2;2;4;5;5;5;1;5;5;1;4;5;5
13;4278;2;1;0;0;0;0;1;4;5;5;1;2;1;4;4;2;1;4;4;2;2;1;4;5;5;2;5;4;1;2;1;5
02;4154;5;1;0;0;0;0;1;5;4;5;1;4;1;2;1;4;1;5;4;1;4;1;4;5;4;2;4;2;1;1;2;4
01;4791;0;1;0;0;0;0;2;2;5;5;1;5;1;2;4;1;1;4;2;2;2;1;5;5;5;2;4;5;2;4;1;5
08;4563;9;1;0;0;0;0;2;5;1;4;4;1;1;4;2;4;4;4;1;4;4;2;4;4;4;4;2;4;1;2;4;4
12;4979;9;0;0;0;1;0;2;4;4;4;4;1;2;4;2;2;4;5;4;4;5;3;4;2;4;4;5;2;4;2;4;4
01;4950;9;0;0;0;1;1;4;5;4;2;4;2;1;4;1;5;5;4;2;3;5;1;5;4;4;2;4;2;3;1;5;2
02;5332;5;0;0;0;0;0;4;5;4;3;4;5;2;4;4;5;2;5;5;4;4;2;5;4;4;4;4;1;2;1;2;4
01;5703;7;1;0;0;1;0;4;4;2;4;4;2;1;4;2;2;2;2;2;3;4;4;4;4;4;2;4;4;2;2;2;2
06;5025;3;0;0;0;0;0;2;4;5;2;2;2;1;2;4;2;1;2;1;2;2;4;5;5;4;2;5;5;2;4;5;2
02;4835;6;1;0;1;0;0;2;2;2;4;2;4;2;2;2;2;2;4;2;2;2;2;1;2;4;2;2;4;2;4;2;2
02;4658;1;1;0;0;1;0;2;2;4;5;2;4;2;2;4;2;1;2;2;2;2;2;4;5;4;1;5;4;2;4;2;4
08;5036;7;1;0;0;1;0;2;4;5;5;4;1;2;4;4;4;4;4;4;4;4;5;4;4;5;2;5;2;4;2;2;2
03;5410;2;1;0;0;0;0;2;4;2;5;1;2;1;2;4;2;1;2;2;2;4;2;4;5;4;2;4;4;2;2;2;4
09;5634;6;1;0;0;1;1;2;2;5;5;2;2;1;4;5;2;2;4;1;5;5;5;4;2;4;4;5;5;2;5;2;4
02;5328;9;0;1;1;1;1;2;5;2;2;4;2;2;5;2;4;4;4;2;4;2;4;4;1;5;2;5;4;2;2;4;2
12;4547;3;1;0;0;1;0;2;2;5;2;2;1;1;1;1;2;1;2;1;2;2;1;2;5;4;1;5;1;1;5;2;2
07;5192;1;1;0;0;1;0;1;2;5;5;1;4;2;1;4;1;1;4;2;2;4;1;5;4;4;2;2;4;2;4;1;5
04;4161;6;1;0;0;1;0;2;2;4;3;3;5;2;4;4;4;2;4;4;5;3;3;1;4;1;2;3;1;3;2;4;3
07;5998;9;0;0;0;0;0;4;5;2;2;4;2;1;4;2;2;2;4;2;4;4;4;5;1;5;1;5;2;2;2;4;5
04;5829;5;0;0;0;0;0;2;4;3;4;2;4;1;5;4;2;2;5;5;4;4;2;4;5;5;2;5;2;1;1;1;2
02;4255;9;1;1;1;1;1;4;5;1;1;5;1;2;5;2;4;5;2;2;5;5;1;4;2;2;1;5;2;5;1;1;1
01;5478;6;0;0;0;0;0;2;2;5;4;1;5;1;4;4;2;1;2;5;4;4;2;1;4;4;2;5;5;1;2;1;5
10;5579;7;1;0;0;1;0;4;4;4;2;2;2;1;4;1;4;1;4;4;2;5;1;4;4;5;1;4;2;2;2;1;2
02;5273;7;1;0;0;1;0;4;4;4;4;2;4;1;2;2;4;4;4;4;5;4;1;5;4;5;1;5;2;1;2;1;2
06;4633;2;0;0;0;1;0;2;4;2;4;2;2;1;2;4;2;1;4;2;2;2;1;4;5;4;2;4;4;1;5;1;4
02;4789;5;1;0;0;0;0;4;5;4;4;4;4;1;4;4;4;4;5;4;5;4;4;2;4;4;2;5;2;1;2;4;4
06;5483;7;1;0;0;1;0;4;5;4;4;2;5;1;4;2;2;1;5;4;4;4;4;4;5;4;4;3;4;1;2;1;2
01;5875;4;1;0;0;0;0;1;5;5;5;1;5;1;1;4;1;1;5;5;1;1;4;5;5;4;1;4;2;1;1;1;5
10;4172;1;0;0;0;1;0;1;2;5;5;1;3;1;1;4;1;1;4;1;2;2;3;4;5;5;1;5;5;1;3;2;5
08;5317;4;1;0;0;0;0;5;5;2;5;1;5;1;1;5;5;1;5;5;5;1;1;4;5;5;1;5;2;1;1;1;1
02;4609;1;1;0;0;1;0;2;2;4;5;2;2;1;2;4;2;2;4;1;2;2;4;4;4;4;1;4;5;2;4;1;5
06;4810;5;1;0;1;0;0;4;5;4;5;1;5;1;4;5;1;2;5;5;5;4;2;3;5;5;1;5;2;2;1;4;4
08;4499;5;1;0;0;1;1;2;5;1;5;1;2;1;2;1;1;1;4;4;5;2;2;4;2;4;2;4;4;4;1;2;4
01;5309;7;0;1;0;1;1;2;2;4;2;2;2;2;4;4;2;2;4;2;2;4;4;4;4;4;2;4;4;4;2;2;2
11;5459;7;1;0;0;0;0;4;4;4;2;5;4;2;4;2;5;2;2;2;4;5;1;5;4;5;2;4;4;1;2;1;5
07;4933;1;0;0;0;1;0;1;2;5;5;1;2;1;1;2;1;1;4;1;2;2;2;5;5;5;1;4;5;1;5;1;5
13;4752;0;1;0;0;0;0;4;4;4;5;4;5;1;5;3;5;2;5;5;2;4;2;5;5;3;4;3;1;1;1;1;4
06;5978;7;0;0;0;0;0;4;4;4;2;4;2;1;5;4;4;2;4;2;4;4;2;4;4;4;2;4;4;1;2;1;2
02;4275;0;1;0;0;1;0;4;5;4;2;5;5;1;5;3;5;2;4;5;5;2;1;5;4;3;2;4;1;2;1;2;4
13;5623;3;1;0;0;1;0;3;4;5;2;4;1;1;2;3;2;2;2;1;4;2;2;2;4;4;4;5;5;2;4;1;2
06;4318;1;1;0;0;0;0;5;2;2;2;1;1;1;4;1;5;1;5;1;2;2;2;1;5;5;1;2;2;1;4;4;2
12;5429;7;1;0;0;1;0;2;2;4;4;4;2;2;2;2;2;2;4;2;2;2;4;4;4;4;2;4;4;4;2;1;4
03;5293;5;0;0;0;0;0;4;4;4;4;2;4;1;4;1;4;2;5;4;4;4;2;5;4;4;2;4;2;1;1;2;4
02;5404;0;0;0;0;0;0;1;4;4;5;2;5;1;2;2;2;1;4;5;2;2;1;4;4;2;1;2;2;1;1;1;5
10;4500;7;1;0;0;0;1;4;5;4;2;4;3;1;5;1;2;2;3;4;2;5;2;3;2;4;2;2;2;1;2;2;2
10;6044;3;1;0;0;1;0;2;2;5;5;2;1;2;4;1;1;1;4;1;1;2;3;4;4;4;2;5;5;4;5;2;4
06;5527;2;0;0;0;1;0;2;2;2;4;1;1;1;2;4;4;1;5;2;2;2;2;2;5;5;4;5;4;2;4;2;4
02;5743;2;1;0;0;1;0;1;2;2;5;1;2;2;1;2;2;1;5;2;2;2;4;4;5;4;4;5;4;2;4;2;4
02;5906;9;0;1;1;1;1;4;5;4;1;5;4;2;5;1;2;5;2;4;5;2;2;5;1;4;4;5;1;4;2;3;1
04;4956;2;1;0;0;0;0;4;4;2;5;2;2;2;4;2;4;1;5;2;2;2;1;2;5;2;2;4;2;1;2;4;2
08;5000;7;1;1;1;0;1;4;4;4;2;4;2;1;4;2;4;1;4;2;4;4;2;1;4;5;2;5;2;2;2;1;2
01;5549;1;0;0;0;0;0;1;2;5;5;1;2;1;1;4;1;1;3;1;2;1;2;5;5;4;1;2;4;2;5;2;5
03;4503;0;1;0;0;0;0;2;5;1;4;1;4;1;4;1;1;4;5;1;4;5;4;5;5;5;1;2;2;1;1;1;2
03;4618;0;1;0;0;0;0;1;2;4;5;1;5;1;2;4;1;1;1;1;1;1;1;4;5;4;1;1;5;2;5;5;5
07;5249;0;0;0;0;1;0;2;2;5;4;2;2;1;4;2;2;4;4;2;2;2;2;2;2;2;2;4;5;2;4;2;4
10;4989;2;0;0;0;1;0;1;3;1;5;1;1;1;2;1;4;3;4;2;3;2;2;4;5;5;1;4;3;2;4;2;4
02;4593;0;1;0;0;1;0;2;5;5;4;5;2;4;2;5;2;2;3;2;4;1;1;5;4;4;3;5;5;5;3;5;3
06;4310;1;0;0;0;1;0;1;4;5;5;1;2;2;1;2;1;1;4;1;2;2;4;4;5;4;1;4;5;1;5;2;4
02;5008;0;1;0;0;0;0;1;4;2;5;1;5;1;1;2;1;1;4;1;1;1;1;4;5;2;1;2;4;1;5;1;4
13;6121;2;1;0;0;0;0;1;4;1;5;1;2;1;2;2;1;1;5;1;5;4;1;5;5;2;4;5;4;4;4;1;4
11;6075;2;1;0;0;0;0;2;2;1;5;1;2;2;2;2;4;2;2;2;2;4;2;4;4;4;2;4;4;2;2;2;2
08;4196;3;1;0;0;1;0;1;4;5;4;2;1;2;1;2;1;2;4;1;4;1;4;5;5;5;2;5;5;4;4;4;4
13;4289;2;1;0;0;1;1;1;4;1;4;1;1;1;4;1;1;1;2;1;5;4;1;5;5;2;4;5;4;4;2;1;2
04;4839;3;0;0;0;1;0;2;2;5;4;2;2;2;2;2;2;2;2;2;4;2;2;4;2;4;2;4;4;2;4;4;4
03;4158;3;1;0;0;0;0;1;5;5;2;2;1;2;2;2;1;2;2;1;4;1;4;5;5;4;2;5;5;5;4;5;4
02;4536;8;0;0;0;0;0;2;4;2;5;4;1;1;2;1;4;4;5;1;4;4;4;2;4;4;4;4;4;4;5;1;4
10;5731;1;0;0;0;0;0;2;4;5;5;2;1;2;1;3;1;1;4;1;4;2;3;5;5;4;2;4;5;2;5;4;4
02;4636;1;0;0;0;1;0;1;4;5;4;1;4;1;1;4;1;2;4;1;3;3;3;5;5;4;1;5;4;1;4;1;5
02;4676;1;1;0;0;0;0;2;2;2;5;1;4;1;1;1;1;2;4;2;2;2;2;4;5;5;4;4;2;2;3;4;4
03;5736;1;1;0;0;1;0;1;4;5;5;1;2;1;1;4;2;1;4;1;4;4;4;5;5;4;1;5;5;3;5;2;5
02;4221;8;0;0;0;1;0;2;2;2;5;1;1;2;2;2;4;4;4;1;4;2;4;1;4;4;2;4;4;1;5;2;4
08;5682;8;1;0;0;0;0;5;4;1;1;5;1;2;4;2;2;5;5;1;2;2;2;2;2;4;2;5;2;4;2;5;2
07;5162;0;1;0;0;0;0;2;5;5;5;1;1;1;2;1;1;2;5;1;1;4;1;5;5;5;2;5;5;4;5;1;5
02;5019;2;1;1;1;0;1;2;2;1;4;1;2;2;2;4;2;1;4;1;2;2;4;4;4;4;2;4;2;2;2;2;2
01;4465;6;0;0;0;1;0;2;2;2;2;4;2;1;5;1;1;2;5;1;4;2;2;1;2;5;2;4;2;2;2;2;2
02;5573;3;1;0;0;0;0;1;4;5;2;4;1;4;1;1;1;2;4;1;5;1;5;5;5;4;4;5;5;4;5;4;5
01;5874;0;1;0;0;0;0;4;4;2;5;2;5;1;5;1;4;1;5;5;2;4;1;5;2;4;4;5;1;1;1;2;5
10;5513;7;1;1;1;1;1;2;4;2;4;2;2;1;4;4;2;2;4;2;2;4;4;4;4;4;4;5;2;2;2;1;2
06;5524;2;0;0;0;1;1;2;4;2;5;2;1;1;2;2;2;2;2;2;2;5;3;4;4;4;2;4;3;2;4;3;5
06;5965;5;1;0;0;0;0;4;5;1;5;1;2;1;5;4;1;2;4;5;5;4;1;4;4;4;1;4;2;1;1;1;2
07;4559;0;1;0;0;0;0;5;5;5;1;5;5;1;5;1;1;4;4;4;5;1;2;5;4;4;4;2;2;2;1;5;4
02;5391;3;0;0;0;1;0;1;2;5;1;4;2;1;1;2;1;2;4;1;2;2;5;4;5;4;2;5;4;2;4;4;2
09;4649;0;1;0;0;0;0;1;2;4;5;1;5;1;1;4;1;1;1;1;1;1;1;5;5;2;1;4;5;1;2;1;5
01;4411;2;0;1;0;1;1;1;2;1;5;1;1;2;2;1;2;1;4;1;4;4;2;4;4;5;1;5;2;4;1;4;2
07;5691;0;1;0;0;0;0;4;2;4;5;1;4;1;4;4;2;2;5;4;4;4;4;5;5;5;2;4;4;4;2;2;5
12;5548;5;1;0;0;1;0;1;4;4;5;1;4;1;5;2;2;2;5;5;4;1;1;1;5;4;1;5;1;1;1;1;4
10;4470;6;0;0;0;0;0;2;2;4;3;4;4;1;4;4;5;2;4;3;4;4;1;3;2;2;1;5;2;1;1;1;5
02;4272;0;0;0;0;0;0;2;4;2;4;1;4;1;4;2;4;2;5;5;4;4;3;4;4;4;2;3;2;2;1;2;2
02;4997;8;0;0;0;1;0;4;1;4;5;5;1;1;4;1;4;1;5;1;1;4;2;1;5;4;1;5;4;1;5;1;4
03;4599;5;0;1;1;1;1;4;5;2;2;2;4;1;5;4;4;2;5;5;5;4;4;4;4;4;4;5;2;3;1;2;2
13;4788;7;1;1;1;1;1;4;4;4;1;4;2;1;2;1;1;2;2;1;2;4;3;1;4;2;2;4;2;3;2;1;4
02;5757;1;0;0;0;1;0;1;2;5;5;1;4;1;1;4;1;1;4;1;2;2;4;5;5;5;2;5;5;2;5;4;5
02;4252;0;1;0;0;0;0;4;5;5;5;3;2;2;1;3;2;4;5;1;4;1;2;5;5;4;2;4;5;2;2;5;3
02;5071;4;1;0;0;0;0;2;4;5;5;2;5;1;4;3;1;1;4;1;1;1;1;4;5;4;1;3;4;1;1;1;5
09;5462;3;1;0;0;1;1;2;4;5;4;4;2;2;4;4;2;5;2;1;5;2;4;5;4;4;4;5;5;4;4;4;5
11;6073;0;1;0;0;0;0;1;4;1;1;1;4;1;1;5;1;1;4;4;2;1;1;4;5;5;1;3;4;1;4;1;5
06;4529;5;0;1;1;0;0;2;5;4;5;1;4;1;4;5;5;1;5;5;4;4;4;2;5;4;1;4;2;1;1;1;4
07;4650;2;0;0;0;0;0;2;4;2;4;2;1;1;2;2;1;2;4;1;4;2;1;2;4;4;4;5;4;2;4;4;2
01;4387;2;1;0;0;0;0;2;2;1;5;1;1;1;2;4;2;1;4;2;4;2;4;5;5;4;1;5;2;1;4;4;4
06;4936;1;0;0;0;0;0;1;2;5;5;1;3;1;2;2;1;1;2;2;2;1;1;5;5;4;1;5;5;2;5;4;5
13;5074;9;0;0;0;1;0;2;5;4;5;4;1;1;5;1;4;4;5;1;5;4;1;2;5;5;2;5;5;4;4;1;2
02;4151;5;1;0;0;1;0;2;4;2;4;2;5;1;4;4;2;2;4;4;4;2;1;4;5;5;1;5;1;3;1;4;5
03;5193;5;1;0;0;0;0;2;1;4;5;2;4;1;4;1;4;1;5;5;2;5;4;5;5;5;2;5;4;1;1;1;2
07;4960;9;0;0;0;1;0;4;5;2;1;5;2;2;5;1;5;5;4;4;4;4;2;4;2;4;4;4;2;3;2;5;2
01;4561;4;1;0;0;0;0;4;2;4;5;4;5;2;2;5;4;1;4;4;1;2;1;5;4;4;4;4;5;2;2;4;2
03;5430;1;1;0;0;1;0;1;1;5;5;1;5;1;1;5;1;1;5;1;1;2;1;1;5;5;1;1;1;1;5;1;5
07;5435;0;1;0;0;1;0;1;5;5;1;4;3;1;5;5;4;3;4;2;5;1;3;5;1;3;1;1;5;4;3;5;1
06;4678;5;1;0;0;1;0;2;1;4;4;1;5;1;2;4;2;1;5;5;2;1;2;2;5;4;2;2;4;5;1;1;2
07;4181;5;1;0;0;0;0;4;4;4;4;4;4;1;5;3;4;3;4;5;5;2;3;4;4;3;2;4;1;4;1;2;2
13;5664;1;1;0;0;0;0;1;5;5;5;1;4;1;1;2;1;1;4;1;2;2;4;5;5;5;1;4;4;1;2;1;5
01;5232;4;1;0;0;0;0;2;2;5;5;4;4;1;4;4;1;1;2;5;2;2;4;4;5;4;1;4;5;1;2;1;5
03;4543;3;0;0;0;0;0;1;2;5;2;4;2;1;2;1;2;2;4;1;2;4;4;5;5;5;2;5;5;2;5;4;5
02;4539;5;1;0;0;1;0;2;4;2;4;2;4;1;2;2;2;2;4;2;4;4;2;2;4;2;2;4;1;4;1;2;2
13;4410;1;1;0;0;0;0;1;2;5;5;1;5;1;1;4;1;1;4;4;1;1;1;5;5;5;1;4;4;1;2;1;5
